Player,college,state,PER
James White,Georgetown University,DC,20
DaJuan Summers,Georgetown University,DC,19
Hollis Thompson,Georgetown University,DC,14
Otto Porter,Georgetown University,DC,8
DaJuan Summers,Georgetown University,DC,5
DaJuan Summers,Georgetown University,DC,5
Patrick Ewing,Georgetown University,DC,2
Pops Mensah-Bonsu,George Washington University,DC,2
Patricio Garino,George Washington University,DC,0
Al Horford,University of Florida,FL,95
Al Horford,University of Florida,FL,94
Lou Williams,Stetson University,FL,94
Al Horford,University of Florida,FL,93
Lou Williams,Stetson University,FL,92
Lou Williams,Stetson University,FL,92
Al Horford,University of Florida,FL,91
Lou Williams,Stetson University,FL,91
Bradley Beal,University of Florida,FL,91
Joakim Noah,University of Florida,FL,91
Al Horford,University of Florida,FL,90
Joakim Noah,University of Florida,FL,90
Marreese Speights,University of Florida,FL,90
Al Horford,University of Florida,FL,88
Lou Williams,Stetson University,FL,88
Joakim Noah,University of Florida,FL,88
Bradley Beal,University of Florida,FL,86
Vernon Macklin,University of Florida,FL,86
Joakim Noah,University of Florida,FL,85
Al Horford,University of Florida,FL,83
Al Horford,University of Florida,FL,83
Lou Williams,Stetson University,FL,83
Ryan Reid,Florida State University,FL,83
Marreese Speights,University of Florida,FL,82
Marreese Speights,University of Florida,FL,81
Marreese Speights,University of Florida,FL,81
Ray Allen,Florida State University,FL,77
Chandler Parsons,University of Florida,FL,76
Chandler Parsons,University of Florida,FL,76
Lou Williams,Stetson University,FL,74
Chandler Parsons,University of Florida,FL,74
Bernard James,Florida State University,FL,74
Bradley Beal,University of Florida,FL,71
Joakim Noah,University of Florida,FL,71
Joakim Noah,University of Florida,FL,69
Marreese Speights,University of Florida,FL,69
Chandler Parsons,University of Florida,FL,69
Joakim Noah,University of Florida,FL,68
Marreese Speights,University of Florida,FL,68
Toney Douglas,Florida State University,FL,68
Ray Allen,Florida State University,FL,65
Ray Allen,Florida State University,FL,65
Bernard James,Florida State University,FL,65
Toney Douglas,Florida State University,FL,65
Derrick Brown,Jacksonville University,FL,65
Corey Brewer,University of Florida,FL,65
Lou Williams,Stetson University,FL,61
Bradley Beal,University of Florida,FL,61
Solomon Alabi,Florida State University,FL,61
Joakim Noah,University of Florida,FL,60
Marreese Speights,University of Florida,FL,60
Matt Bonner,University of Florida,FL,60
Bradley Beal,University of Florida,FL,59
Corey Brewer,University of Florida,FL,58
Bradley Beal,University of Florida,FL,56
Marreese Speights,University of Florida,FL,56
Chandler Parsons,University of Florida,FL,56
Corey Brewer,University of Florida,FL,56
Malik Beasley,Florida State University,FL,56
Matt Bonner,University of Florida,FL,55
Mike Miller,University of Florida,FL,55
Toney Douglas,Florida State University,FL,54
Chandler Parsons,University of Florida,FL,53
Shane Larkin,University of Miami,FL,53
Matt Bonner,University of Florida,FL,52
Derrick Brown,Jacksonville University,FL,50
Ray Allen,Florida State University,FL,49
John Salmons,University of Miami,FL,49
Corey Brewer,University of Florida,FL,48
Udonis Haslem,University of Florida,FL,48
Mike Miller,University of Florida,FL,46
Nick Calathes,University of Florida,FL,44
Nick Calathes,University of Florida,FL,44
Derrick Jones,University of Miami,FL,42
Matt Bonner,University of Florida,FL,40
Al Thornton,Florida State University,FL,40
Mike Miller,University of Florida,FL,37
Von Wafer,Florida State University,FL,37
Toney Douglas,Florida State University,FL,35
Corey Brewer,University of Florida,FL,35
Matt Bonner,University of Florida,FL,35
Corey Brewer,University of Florida,FL,34
Shane Larkin,University of Miami,FL,33
Udonis Haslem,University of Florida,FL,33
Bobby Brown,Miami University,FL,32
Toney Douglas,Florida State University,FL,30
Udonis Haslem,University of Florida,FL,30
Von Wafer,Florida State University,FL,30
Shane Larkin,University of Miami,FL,29
Udonis Haslem,University of Florida,FL,29
John Salmons,University of Miami,FL,27
Matt Bonner,University of Florida,FL,26
Derrick Jones,University of Miami,FL,26
Corey Brewer,University of Florida,FL,25
Udonis Haslem,University of Florida,FL,25
Mike Miller,University of Florida,FL,24
Toney Douglas,Florida State University,FL,21
Corey Brewer,University of Florida,FL,20
Udonis Haslem,University of Florida,FL,20
Solomon Jones,University of South Florida,FL,20
Malik Beasley,Florida State University,FL,19
John Salmons,University of Miami,FL,19
Carlos Arroyo,Florida International University,FL,19
Okaro White,Florida State University,FL,19
Udonis Haslem,University of Florida,FL,18
Chris Singleton,Florida State University,FL,18
Bernard James,Florida State University,FL,17
Solomon Jones,University of South Florida,FL,17
Shane Larkin,University of Miami,FL,16
Chris Singleton,Florida State University,FL,16
DeQuan Jones,University of Miami,FL,16
Raja Bell,Florida International University,FL,16
Raja Bell,Florida International University,FL,15
John Salmons,University of Miami,FL,14
Chris Singleton,Florida State University,FL,14
Chandler Parsons,University of Florida,FL,13
Mike Miller,University of Florida,FL,13
Dorian Finney-Smith,University of Florida,FL,13
Dorian Finney-Smith,University of Florida,FL,13
Okaro White,Florida State University,FL,12
Toney Douglas,Florida State University,FL,11
Mike Miller,University of Florida,FL,9
Solomon Jones,University of South Florida,FL,8
Bobby Brown,Miami University,FL,7
Jason Collins,Florida State University,FL,7
John Salmons,University of Miami,FL,6
Mike Miller,University of Florida,FL,5
Jason Collins,Florida State University,FL,5
Jason Collins,Florida State University,FL,4
Solomon Alabi,Florida State University,FL,3
Udonis Haslem,University of Florida,FL,3
Jason Collins,Florida State University,FL,3
Jarron Collins,Florida State University,FL,2
Erik Murphy,University of Florida,FL,2
Solomon Jones,University of South Florida,FL,0
Derrick Favors,Georgia Institute of Technology,GA,95
Derrick Favors,Georgia Institute of Technology,GA,94
Chris Bosh,Georgia Institute of Technology,GA,92
Chris Bosh,Georgia Institute of Technology,GA,91
Chris Bosh,Georgia Institute of Technology,GA,91
Chris Bosh,Georgia Institute of Technology,GA,90
Derrick Favors,Georgia Institute of Technology,GA,88
Derrick Favors,Georgia Institute of Technology,GA,88
Chris Bosh,Georgia Institute of Technology,GA,88
Chris Bosh,Georgia Institute of Technology,GA,88
Thaddeus Young,Georgia Institute of Technology,GA,88
Thaddeus Young,Georgia Institute of Technology,GA,86
Thaddeus Young,Georgia Institute of Technology,GA,86
Jarrett Jack,Georgia Institute of Technology,GA,85
Derrick Favors,Georgia Institute of Technology,GA,82
Thaddeus Young,Georgia Institute of Technology,GA,82
Derrick Favors,Georgia Institute of Technology,GA,81
Thaddeus Young,Georgia Institute of Technology,GA,78
Will Bynum,Georgia Institute of Technology,GA,78
Jarrett Jack,Georgia Institute of Technology,GA,74
Derrick Favors,Georgia Institute of Technology,GA,73
Thaddeus Young,Georgia Institute of Technology,GA,72
Will Bynum,Georgia Institute of Technology,GA,68
Sundiata Gaines,University of Georgia,GA,67
Thaddeus Young,Georgia Institute of Technology,GA,66
Thaddeus Young,Georgia Institute of Technology,GA,65
Anthony Morrow,Georgia Institute of Technology,GA,65
Jarrett Jack,Georgia Institute of Technology,GA,64
Travis Leslie,University of Georgia,GA,64
Jarrett Jack,Georgia Institute of Technology,GA,63
Will Bynum,Georgia Institute of Technology,GA,62
Jarrett Jack,Georgia Institute of Technology,GA,61
Anthony Morrow,Georgia Institute of Technology,GA,58
Derrick Favors,Georgia Institute of Technology,GA,57
Garret Siler,Augusta State University,GA,55
Kentavious Caldwell-Pope,University of Georgia,GA,52
Anthony Morrow,Georgia Institute of Technology,GA,51
Kentavious Caldwell-Pope,University of Georgia,GA,49
Kentavious Caldwell-Pope,University of Georgia,GA,45
Anthony Morrow,Georgia Institute of Technology,GA,43
Anthony Morrow,Georgia Institute of Technology,GA,42
Iman Shumpert,Georgia Institute of Technology,GA,40
Jarrett Jack,Georgia Institute of Technology,GA,38
Jarrett Jack,Georgia Institute of Technology,GA,38
Iman Shumpert,Georgia Institute of Technology,GA,37
Sundiata Gaines,University of Georgia,GA,36
Kentavious Caldwell-Pope,University of Georgia,GA,35
Iman Shumpert,Georgia Institute of Technology,GA,32
Anthony Morrow,Georgia Institute of Technology,GA,31
Marcus Georges-Hunt,Georgia Institute of Technology,GA,27
Anthony Morrow,Georgia Institute of Technology,GA,26
Will Bynum,Georgia Institute of Technology,GA,25
Iman Shumpert,Georgia Institute of Technology,GA,23
Kentavious Caldwell-Pope,University of Georgia,GA,22
Iman Shumpert,Georgia Institute of Technology,GA,19
Iman Shumpert,Georgia Institute of Technology,GA,16
Jarrett Jack,Georgia Institute of Technology,GA,13
Marcus Georges-Hunt,Georgia Institute of Technology,GA,11
Iman Shumpert,Georgia Institute of Technology,GA,9
Will Bynum,Georgia Institute of Technology,GA,6
Gani Lawal,Georgia Institute of Technology,GA,0
Anthony Carter,University of Hawaii,HI,21
Anthony Carter,University of Hawaii,HI,18
Alan Williams,Drake University,IA,93
Alan Williams,Drake University,IA,90
Joe Johnson,University of Iowa,IA,86
Joe Johnson,University of Iowa,IA,77
Joe Johnson,University of Iowa,IA,71
Joe Johnson,University of Iowa,IA,60
Joe Johnson,University of Iowa,IA,60
Jarrod Uthoff,University of Iowa,IA,58
Joe Johnson,University of Iowa,IA,49
Reggie Evans,University of Iowa,IA,49
Reggie Evans,University of Iowa,IA,45
Joe Johnson,University of Iowa,IA,42
Reggie Evans,University of Iowa,IA,40
Reggie Evans,University of Iowa,IA,40
Jamaal Tinsley,Iowa State University,IA,33
Jamaal Tinsley,Iowa State University,IA,30
Bryce Dejean-Jones,Iowa State University,IA,23
Alan Williams,Drake University,IA,21
Reggie Evans,University of Iowa,IA,21
Georges Niang,Iowa State University,IA,21
Joe Johnson,University of Iowa,IA,15
Devyn Marble,University of Iowa,IA,8
Devyn Marble,University of Iowa,IA,7
Craig Brackins,Iowa State University,IA,5
Chris Babb,Iowa State University,IA,4
Jamaal Tinsley,Iowa State University,IA,3
Georges Niang,Iowa State University,IA,2
Craig Brackins,Iowa State University,IA,2
Damien Wilkins,Idaho State University,ID,46
Damien Wilkins,Idaho State University,ID,37
Damien Wilkins,Idaho State University,ID,11
Damien Wilkins,Idaho State University,ID,6
Anthony Brown,DePaul University,IL,99
Deron Williams,University of Illinois at Urbana-Champaign,IL,93
Deron Williams,University of Illinois at Urbana-Champaign,IL,92
Deron Williams,University of Illinois at Urbana-Champaign,IL,92
Markieff Morris,Northwestern University,IL,86
Meyers Leonard,University of Illinois at Urbana-Champaign,IL,84
Deron Williams,University of Illinois at Urbana-Champaign,IL,83
Derrick Williams,University of Illinois at Urbana-Champaign,IL,81
Wilson Chandler,DePaul University,IL,78
Markieff Morris,Northwestern University,IL,73
Deron Williams,University of Illinois at Urbana-Champaign,IL,72
Wilson Chandler,DePaul University,IL,66
Meyers Leonard,University of Illinois at Urbana-Champaign,IL,65
Marcus Morris,Northwestern University,IL,65
Deron Williams,University of Illinois at Urbana-Champaign,IL,64
Wilson Chandler,DePaul University,IL,64
Derrick Williams,University of Illinois at Urbana-Champaign,IL,63
Marcus Morris,Northwestern University,IL,63
Deron Williams,University of Illinois at Urbana-Champaign,IL,59
Markieff Morris,Northwestern University,IL,56
Marcus Morris,Northwestern University,IL,56
Othyus Jeffers,Robert Morris University (IL),IL,53
Markieff Morris,Northwestern University,IL,52
Wilson Chandler,DePaul University,IL,52
Derrick Williams,University of Illinois at Urbana-Champaign,IL,50
Derrick Williams,University of Illinois at Urbana-Champaign,IL,49
Marcus Morris,Northwestern University,IL,48
Markieff Morris,Northwestern University,IL,47
Wilson Chandler,DePaul University,IL,45
Marcus Morris,Northwestern University,IL,45
Markieff Morris,Northwestern University,IL,43
Markieff Morris,Northwestern University,IL,43
Meyers Leonard,University of Illinois at Urbana-Champaign,IL,43
Luther Head,University of Illinois at Urbana-Champaign,IL,40
Brian Cook,University of Illinois at Urbana-Champaign,IL,39
Derrick Williams,University of Illinois at Urbana-Champaign,IL,38
Meyers Leonard,University of Illinois at Urbana-Champaign,IL,36
Marcus Morris,Northwestern University,IL,36
Wilson Chandler,DePaul University,IL,34
Anthony Parker,Bradley University,IL,33
Derrick Williams,University of Illinois at Urbana-Champaign,IL,30
Anthony Parker,Bradley University,IL,29
Meyers Leonard,University of Illinois at Urbana-Champaign,IL,22
Meyers Leonard,University of Illinois at Urbana-Champaign,IL,19
Wilson Chandler,DePaul University,IL,19
Diante Garrett,Southern Illinois University,IL,19
Quentin Richardson,DePaul University,IL,18
Quentin Richardson,DePaul University,IL,15
Anthony Brown,DePaul University,IL,11
Othyus Jeffers,Robert Morris University (IL),IL,11
Diante Garrett,Southern Illinois University,IL,11
Brian Cook,University of Illinois at Urbana-Champaign,IL,8
Bobby Simmons,DePaul University,IL,8
Anthony Brown,DePaul University,IL,6
Marcus Morris,Northwestern University,IL,4
Quentin Richardson,DePaul University,IL,2
Xavier Silas,Northern Illinois University,IL,2
Derrick Williams,University of Illinois at Urbana-Champaign,IL,1
Bobby Simmons,DePaul University,IL,0
Xavier Silas,Northern Illinois University,IL,0
Tony Mitchell,Purdue University,IN,99
Demetrius Jackson,University of Notre Dame,IN,99
Isaiah Thomas,Indiana University,IN,98
Victor Oladipo,Indiana University,IN,96
Carl Landry,Purdue University,IN,95
Gordon Hayward,Butler University,IN,95
Isaiah Thomas,Indiana University,IN,94
George Hill,Indiana University-Purdue University Indianapolis,IN,94
Isaiah Thomas,Indiana University,IN,93
Isaiah Thomas,Indiana University,IN,92
Gordon Hayward,Butler University,IN,92
Jack Cooley,University of Notre Dame,IN,90
George Hill,Indiana University-Purdue University Indianapolis,IN,89
Eric Gordon,Indiana University,IN,89
Eric Gordon,Indiana University,IN,87
Carl Landry,Purdue University,IN,86
Gordon Hayward,Butler University,IN,86
Tony Mitchell,Purdue University,IN,85
Isaiah Thomas,Indiana University,IN,83
Isaiah Thomas,Indiana University,IN,82
Carl Landry,Purdue University,IN,82
Victor Oladipo,Indiana University,IN,79
Gordon Hayward,Butler University,IN,79
Cody Zeller,Indiana University,IN,79
George Hill,Indiana University-Purdue University Indianapolis,IN,78
Gordon Hayward,Butler University,IN,76
Brad Miller,Purdue University,IN,76
Cody Zeller,Indiana University,IN,75
Victor Oladipo,Indiana University,IN,74
Cody Zeller,Indiana University,IN,74
George Hill,Indiana University-Purdue University Indianapolis,IN,72
Gordon Hayward,Butler University,IN,71
Eric Gordon,Indiana University,IN,70
Mo Williams,University of Notre Dame,IN,70
Eric Gordon,Indiana University,IN,68
Mo Williams,University of Notre Dame,IN,67
Carl Landry,Purdue University,IN,66
Eric Gordon,Indiana University,IN,66
Carl Landry,Purdue University,IN,65
George Hill,Indiana University-Purdue University Indianapolis,IN,64
Mo Williams,University of Notre Dame,IN,62
Cody Zeller,Indiana University,IN,60
Mo Williams,University of Notre Dame,IN,58
Victor Oladipo,Indiana University,IN,56
Victor Oladipo,Indiana University,IN,56
Shelvin Mack,Butler University,IN,56
Eric Gordon,Indiana University,IN,55
George Hill,Indiana University-Purdue University Indianapolis,IN,54
George Hill,Indiana University-Purdue University Indianapolis,IN,53
Shelvin Mack,Butler University,IN,53
George Hill,Indiana University-Purdue University Indianapolis,IN,52
Eric Gordon,Indiana University,IN,52
Shelvin Mack,Butler University,IN,52
Shelvin Mack,Butler University,IN,52
Noah Vonleh,Indiana University,IN,52
Cody Zeller,Indiana University,IN,51
Yogi Ferrell,Indiana University,IN,51
Noah Vonleh,Indiana University,IN,49
Eric Gordon,Indiana University,IN,48
Isaiah Thomas,Indiana University,IN,47
Mo Williams,University of Notre Dame,IN,45
Matt Carroll,University of Notre Dame,IN,43
Shelvin Mack,Butler University,IN,41
Mo Williams,University of Notre Dame,IN,40
Pat Connaughton,University of Notre Dame,IN,40
Glenn Robinson,Purdue University,IN,38
Jack Cooley,University of Notre Dame,IN,37
Yogi Ferrell,Indiana University,IN,37
Glenn Robinson,Purdue University,IN,37
Shelvin Mack,Butler University,IN,36
Carl Landry,Purdue University,IN,35
Shelvin Mack,Butler University,IN,33
Jared Jeffries,Indiana University,IN,33
Noah Vonleh,Indiana University,IN,32
Glenn Robinson,Purdue University,IN,32
Gordon Hayward,Butler University,IN,31
Brad Miller,Purdue University,IN,31
Luke Harangody,University of Notre Dame,IN,29
Luke Harangody,University of Notre Dame,IN,26
Robbie Hummel,Purdue University,IN,24
Brian Cardinal,Purdue University,IN,24
Robbie Hummel,Purdue University,IN,23
Pat Connaughton,University of Notre Dame,IN,21
Troy Murphy,University of Notre Dame,IN,20
Troy Murphy,University of Notre Dame,IN,19
Noah Vonleh,Indiana University,IN,17
Glenn Robinson,Purdue University,IN,17
Jared Jeffries,Indiana University,IN,14
Troy Murphy,University of Notre Dame,IN,14
Gordon Hayward,Butler University,IN,12
Chris Quinn,University of Notre Dame,IN,12
Ben Hansbrough,University of Notre Dame,IN,11
Keith Benson,Indiana University,IN,8
Demetrius Jackson,University of Notre Dame,IN,7
Matt Carroll,University of Notre Dame,IN,7
Luke Zeller,University of Notre Dame,IN,7
Pat Connaughton,University of Notre Dame,IN,5
Brian Cardinal,Purdue University,IN,4
Matt Carroll,University of Notre Dame,IN,3
Jared Jeffries,Indiana University,IN,3
Chris Quinn,University of Notre Dame,IN,2
Joel Embiid,University of Kansas,KS,97
Joel Embiid,University of Kansas,KS,96
Michael Beasley,Kansas State University,KS,95
Cole Aldrich,University of Kansas,KS,94
Paul Pierce,University of Kansas,KS,90
Paul Pierce,University of Kansas,KS,90
Cole Aldrich,University of Kansas,KS,89
Paul Pierce,University of Kansas,KS,89
Jeff Withey,University of Kansas,KS,88
Drew Gooden,University of Kansas,KS,88
Drew Gooden,University of Kansas,KS,86
Cole Aldrich,University of Kansas,KS,85
Michael Beasley,Kansas State University,KS,84
Michael Beasley,Kansas State University,KS,84
Cole Aldrich,University of Kansas,KS,83
Jeff Withey,University of Kansas,KS,83
Jeff Withey,University of Kansas,KS,83
Thomas Robinson,University of Kansas,KS,81
Mario Chalmers,University of Kansas,KS,81
Cheick Diallo,University of Kansas,KS,80
Michael Beasley,Kansas State University,KS,79
Paul Pierce,University of Kansas,KS,79
Cheick Diallo,University of Kansas,KS,79
Andrew Wiggins,University of Kansas,KS,77
Andrew Wiggins,University of Kansas,KS,77
Drew Gooden,University of Kansas,KS,74
Fred VanVleet,Wichita State University,KS,74
Darrell Arthur,University of Kansas,KS,72
Michael Beasley,Kansas State University,KS,71
Thomas Robinson,University of Kansas,KS,69
Paul Pierce,University of Kansas,KS,68
Jeff Withey,University of Kansas,KS,68
Brandon Rush,University of Kansas,KS,68
Tarik Black,University of Kansas,KS,67
Tarik Black,University of Kansas,KS,65
Thomas Robinson,University of Kansas,KS,63
Tarik Black,University of Kansas,KS,61
Thomas Robinson,University of Kansas,KS,60
Mario Chalmers,University of Kansas,KS,59
Andrew Wiggins,University of Kansas,KS,58
Nick Collison,University of Kansas,KS,56
Mario Chalmers,University of Kansas,KS,53
Nick Collison,University of Kansas,KS,52
Michael Beasley,Kansas State University,KS,50
Mario Chalmers,University of Kansas,KS,50
Andrew Wiggins,University of Kansas,KS,50
Nick Collison,University of Kansas,KS,50
Darrell Arthur,University of Kansas,KS,49
Cartier Martin,Kansas State University,KS,49
Cole Aldrich,University of Kansas,KS,48
Darrell Arthur,University of Kansas,KS,46
Sasha Kaun,University of Kansas,KS,46
Tarik Black,University of Kansas,KS,44
Xavier Henry,University of Kansas,KS,44
Darnell Jackson,University of Kansas,KS,44
Kirk Hinrich,University of Kansas,KS,44
Nick Collison,University of Kansas,KS,43
Julian Wright,University of Kansas,KS,43
Rodney McGruder,Kansas State University,KS,42
Drew Gooden,University of Kansas,KS,41
Brandon Rush,University of Kansas,KS,41
Kelly Oubre,University of Kansas,KS,41
Mario Chalmers,University of Kansas,KS,40
Darrell Arthur,University of Kansas,KS,40
Nick Collison,University of Kansas,KS,40
Cartier Martin,Kansas State University,KS,40
Wayne Selden,University of Kansas,KS,40
Cliff Alexander,University of Kansas,KS,39
Darrell Arthur,University of Kansas,KS,38
Nick Collison,University of Kansas,KS,35
Cole Aldrich,University of Kansas,KS,34
Cartier Martin,Kansas State University,KS,34
Toure' Murry,Wichita State University,KS,34
Thomas Robinson,University of Kansas,KS,33
Michael Beasley,Kansas State University,KS,32
Nick Collison,University of Kansas,KS,32
Kirk Hinrich,University of Kansas,KS,32
Kirk Hinrich,University of Kansas,KS,32
Michael Beasley,Kansas State University,KS,30
Brandon Rush,University of Kansas,KS,30
Mario Chalmers,University of Kansas,KS,29
Fred VanVleet,Wichita State University,KS,29
Ben McLemore,University of Kansas,KS,29
Mario Chalmers,University of Kansas,KS,28
Brandon Rush,University of Kansas,KS,26
Cartier Martin,Kansas State University,KS,24
Ben McLemore,University of Kansas,KS,24
Ben McLemore,University of Kansas,KS,24
Darrell Arthur,University of Kansas,KS,22
Xavier Henry,University of Kansas,KS,21
Kirk Hinrich,University of Kansas,KS,21
Ron Baker,Wichita State University,KS,21
Rodney McGruder,Kansas State University,KS,20
Kelly Oubre,University of Kansas,KS,20
Ben McLemore,University of Kansas,KS,17
Jeff Withey,University of Kansas,KS,16
Darrell Arthur,University of Kansas,KS,16
Cleanthony Early,Wichita State University,KS,16
Paul Pierce,University of Kansas,KS,15
Kelly Oubre,University of Kansas,KS,15
Drew Gooden,University of Kansas,KS,13
Nick Collison,University of Kansas,KS,13
Xavier Henry,University of Kansas,KS,13
Ben McLemore,University of Kansas,KS,13
Drew Gooden,University of Kansas,KS,12
Ron Baker,Wichita State University,KS,12
Cole Aldrich,University of Kansas,KS,11
Xavier Henry,University of Kansas,KS,11
Kirk Hinrich,University of Kansas,KS,11
Wayne Selden,University of Kansas,KS,11
Brandon Rush,University of Kansas,KS,10
Kirk Hinrich,University of Kansas,KS,10
Tyshawn Taylor,University of Kansas,KS,9
Cole Aldrich,University of Kansas,KS,8
Paul Pierce,University of Kansas,KS,7
Tyshawn Taylor,University of Kansas,KS,7
Gal Mekel,Wichita State University,KS,7
Xavier Henry,University of Kansas,KS,6
Brandon Rush,University of Kansas,KS,5
Sherron Collins,University of Kansas,KS,4
Josh Selby,University of Kansas,KS,4
Cleanthony Early,Wichita State University,KS,3
Brandon Rush,University of Kansas,KS,2
Cartier Martin,Kansas State University,KS,2
Toure' Murry,Wichita State University,KS,2
Gal Mekel,Wichita State University,KS,2
Josh Selby,University of Kansas,KS,2
DeMarcus Cousins,University of Kentucky,KY,98
DeMarcus Cousins,University of Kentucky,KY,98
Karl-Anthony Towns,University of Kentucky,KY,98
DeMarcus Cousins,University of Kentucky,KY,97
Karl-Anthony Towns,University of Kentucky,KY,97
Montrezl Harrell,University of Louisville,KY,97
DeMarcus Cousins,University of Kentucky,KY,96
DeMarcus Cousins,University of Kentucky,KY,96
John Wall,University of Kentucky,KY,96
DeMarcus Cousins,University of Kentucky,KY,95
Karl-Anthony Towns,University of Kentucky,KY,95
Kenneth Faried,Morehead State University,KY,95
Kemba Walker,University of Kentucky,KY,94
John Wall,University of Kentucky,KY,93
Kenneth Faried,Morehead State University,KY,93
Kemba Walker,University of Kentucky,KY,93
Kemba Walker,University of Kentucky,KY,93
DeMarcus Cousins,University of Kentucky,KY,92
Kenneth Faried,Morehead State University,KY,92
Eric Bledsoe,University of Kentucky,KY,92
Jeremy Evans,Western Kentucky University,KY,92
Nerlens Noel,University of Kentucky,KY,92
John Wall,University of Kentucky,KY,91
John Wall,University of Kentucky,KY,91
Kenneth Faried,Morehead State University,KY,91
Eric Bledsoe,University of Kentucky,KY,91
Jeremy Evans,Western Kentucky University,KY,91
Julius Randle,University of Kentucky,KY,91
John Wall,University of Kentucky,KY,90
Eric Bledsoe,University of Kentucky,KY,90
Eric Bledsoe,University of Kentucky,KY,90
Jeremy Evans,Western Kentucky University,KY,90
James Singleton,Murray State University,KY,90
Montrezl Harrell,University of Louisville,KY,89
John Wall,University of Kentucky,KY,89
Terrence Jones,University of Kentucky,KY,89
Jordan Crawford,University of Kentucky,KY,89
Kemba Walker,University of Kentucky,KY,88
Jeremy Evans,Western Kentucky University,KY,88
Kenneth Faried,Morehead State University,KY,87
Archie Goodwin,University of Kentucky,KY,87
Kenneth Faried,Morehead State University,KY,86
Eric Bledsoe,University of Kentucky,KY,86
Terrence Jones,University of Kentucky,KY,86
Devin Booker,University of Kentucky,KY,85
Rajon Rondo,University of Kentucky,KY,85
Trey Lyles,University of Kentucky,KY,85
John Wall,University of Kentucky,KY,83
Kemba Walker,University of Kentucky,KY,83
Jordan Crawford,University of Kentucky,KY,83
Willie Cauley-Stein,University of Kentucky,KY,83
Kenneth Faried,Morehead State University,KY,82
Eric Bledsoe,University of Kentucky,KY,82
Rajon Rondo,University of Kentucky,KY,82
Terrence Jones,University of Kentucky,KY,81
Rajon Rondo,University of Kentucky,KY,81
Gorgui Dieng,University of Louisville,KY,81
Gorgui Dieng,University of Louisville,KY,81
Rajon Rondo,University of Kentucky,KY,80
Michael Kidd-Gilchrist,University of Kentucky,KY,80
Kemba Walker,University of Kentucky,KY,79
Skal Labissiere,University of Kentucky,KY,79
Patrick Patterson,University of Kentucky,KY,79
Gorgui Dieng,University of Louisville,KY,77
Jeremy Evans,Western Kentucky University,KY,76
Nerlens Noel,University of Kentucky,KY,76
Nerlens Noel,University of Kentucky,KY,76
Julius Randle,University of Kentucky,KY,76
Willie Cauley-Stein,University of Kentucky,KY,76
Chuck Hayes,University of Kentucky,KY,76
Terrence Jones,University of Kentucky,KY,75
Jamal Murray,University of Kentucky,KY,75
Greg Smith,Western Kentucky University,KY,75
Nazr Mohammed,University of Kentucky,KY,74
John Wall,University of Kentucky,KY,73
Rajon Rondo,University of Kentucky,KY,69
Rajon Rondo,University of Kentucky,KY,69
Willie Cauley-Stein,University of Kentucky,KY,69
Michael Kidd-Gilchrist,University of Kentucky,KY,68
Patrick Patterson,University of Kentucky,KY,68
Terry Rozier,University of Louisville,KY,68
Tayshaun Prince,University of Kentucky,KY,68
Nerlens Noel,University of Kentucky,KY,67
Kemba Walker,University of Kentucky,KY,66
Gorgui Dieng,University of Louisville,KY,65
Jodie Meeks,University of Kentucky,KY,65
DeMarcus Cousins,University of Kentucky,KY,64
Montrezl Harrell,University of Louisville,KY,64
Devin Booker,University of Kentucky,KY,64
Patrick Patterson,University of Kentucky,KY,64
Patrick Patterson,University of Kentucky,KY,64
Jordan Crawford,University of Kentucky,KY,63
Jordan Crawford,University of Kentucky,KY,61
Gorgui Dieng,University of Louisville,KY,61
Michael Kidd-Gilchrist,University of Kentucky,KY,61
Skal Labissiere,University of Kentucky,KY,61
Jodie Meeks,University of Kentucky,KY,60
Michael Kidd-Gilchrist,University of Kentucky,KY,59
Cameron Payne,Murray State University,KY,59
Daniel Orton,University of Kentucky,KY,59
Julius Randle,University of Kentucky,KY,58
Jordan Crawford,University of Kentucky,KY,57
Courtney Lee,Western Kentucky University,KY,57
Rajon Rondo,University of Kentucky,KY,56
Greg Smith,Western Kentucky University,KY,56
Josh Harrellson,University of Kentucky,KY,56
Terrence Jones,University of Kentucky,KY,55
Rajon Rondo,University of Kentucky,KY,55
Jodie Meeks,University of Kentucky,KY,55
Isaiah Canaan,Murray State University,KY,55
Francisco Garcia,University of Louisville,KY,55
Josh Harrellson,University of Kentucky,KY,54
Alex Poythress,University of Kentucky,KY,52
Jodie Meeks,University of Kentucky,KY,51
Terrence Williams,University of Louisville,KY,51
Cameron Payne,Murray State University,KY,50
Courtney Lee,Western Kentucky University,KY,50
Tyler Ulis,University of Kentucky,KY,50
Tayshaun Prince,University of Kentucky,KY,49
Daniel Orton,University of Kentucky,KY,48
Andrew Harrison,University of Kentucky,KY,48
Jamaal Magloire,University of Kentucky,KY,48
Jeremy Evans,Western Kentucky University,KY,47
Jodie Meeks,University of Kentucky,KY,47
Courtney Lee,Western Kentucky University,KY,47
Courtney Lee,Western Kentucky University,KY,47
Michael Kidd-Gilchrist,University of Kentucky,KY,46
Jodie Meeks,University of Kentucky,KY,45
Isaiah Canaan,Murray State University,KY,45
Earl Clark,University of Louisville,KY,45
Greg Smith,Western Kentucky University,KY,44
Terrence Williams,University of Louisville,KY,44
